timestamp,latitude,longitude,altitude,junction
0.0,-0.00275,0.00175,0.0,1.0
0.0,-0.001,0.0016,0.0,0.0
0.0,-0.0022,-0.0001,0.0,0.0
0.0,-0.001,-0.0001,0.0,1.0
0.0,-0.0014,0.00175,0.0,0.0
0.0,-0.00275,0.0007,0.0,0.0
0.0,-0.0024999999999999996,0.00175,0.0,0.0
0.0,-0.00275,0.00155,0.0,0.0
0.0,-0.001,0.00175,0.0,0.0
0.0,-0.00275,0.00065,0.0,0.0
0.0,-0.001,0.0004,0.0,0.0
0.0,-0.00215,0.0012000000000000001,0.0,0.0
0.0,-0.00135,0.00175,0.0,0.0
0.0,-0.00175,0.0005,0.0,0.0
0.0,-0.00215,0.00155,0.0,0.0
0.0,-0.00175,0.0013,0.0,0.0
0.0,-0.00215,0.0004,0.0,1.0
0.0,-0.00215,0.0005,0.0,0.0
0.0,-0.0017000000000000001,0.00175,0.0,0.0
0.0,-0.0022,0.0004,0.0,0.0
0.0,-0.00275,-5e-05,0.0,0.0
0.0,-0.0023499999999999997,0.00175,0.0,0.0
0.0,-0.001,0.00015000000000000001,0.0,0.0
0.0,-0.00175,0.00165,0.0,0.0
0.0,-0.00255,-0.0001,0.0,0.0
0.0,-0.0024999999999999996,-0.0001,0.0,0.0
0.0,-0.0026,-0.0001,0.0,0.0
0.0,-0.0016,0.00175,0.0,0.0
0.0,-0.00275,0.0005,0.0,0.0
0.0,-0.002,-0.0001,0.0,0.0
0.0,-0.0021,-0.0001,0.0,0.0
0.0,-0.0025,0.0004,0.0,0.0
0.0,-0.00215,0.0011,0.0,0.0
0.0,-0.00225,0.0004,0.0,0.0
0.0,-0.001,0.0015,0.0,0.0
0.0,-0.00215,0.0008,0.0,0.0
0.0,-0.001,0.00055,0.0,0.0
0.0,-0.0013,0.00175,0.0,0.0
0.0,-0.00175,0.0009500000000000001,0.0,0.0
0.0,-0.0022,0.00175,0.0,0.0
0.0,-0.0026,0.00175,0.0,0.0
0.0,-0.00215,0.0007,0.0,0.0
0.0,-0.00275,0.0017,0.0,0.0
0.0,-0.00275,0.0004,0.0,0.0
0.0,-0.00215,0.00135,0.0,0.0
0.0,-0.00195,-0.0001,0.0,0.0
0.0,-0.001,0.0006000000000000001,0.0,0.0
0.0,-0.00275,-0.0001,0.0,0.0
0.0,-0.0017000000000000001,-0.0001,0.0,0.0
0.0,-0.0024,0.0004,0.0,0.0
0.0,-0.001,0.00145,0.0,0.0
0.0,-0.00215,0.00175,0.0,0.0
0.0,-0.0011,0.00175,0.0,0.0
0.0,-0.00175,0.0011,0.0,0.0
0.0,-0.00175,0.0014500000000000001,0.0,0.0
0.0,-0.00175,4.999999999999998e-05,0.0,0.0
0.0,-0.00245,-0.0001,0.0,0.0
0.0,-0.001,0.0014000000000000002,0.0,0.0
0.0,-0.0024,0.00175,0.0,0.0
0.0,-0.00175,-0.0001,0.0,1.0
0.0,-0.00215,0.0015,0.0,0.0
0.0,-0.00215,0.0008500000000000001,0.0,0.0
0.0,-0.001,0.00025000000000000006,0.0,0.0
0.0,-0.00215,0.0014500000000000001,0.0,0.0
0.0,-0.00155,0.00175,0.0,0.0
0.0,-0.00175,0.0012000000000000001,0.0,0.0
0.0,-0.00175,0.0006000000000000001,0.0,0.0
0.0,-0.001,0.0013000000000000002,0.0,0.0
0.0,-0.00175,0.0008,0.0,0.0
0.0,-0.00275,0.0009500000000000001,0.0,0.0
0.0,-0.00275,0.0001,0.0,0.0
0.0,-0.00275,0.0004,0.0,1.0
0.0,-0.00215,0.00065,0.0,0.0
0.0,-0.00175,-5e-05,0.0,0.0
0.0,-0.00275,0.0011500000000000002,0.0,0.0
0.0,-0.0023,-0.0001,0.0,0.0
0.0,-0.00175,-0.0001,0.0,0.0
0.0,-0.00165,0.00175,0.0,0.0
0.0,-0.00215,0.001,0.0,0.0
0.0,-0.001,0.0009,0.0,0.0
0.0,-0.00125,0.00175,0.0,0.0
0.0,-0.0024,-0.0001,0.0,0.0
0.0,-0.001,0.0001,0.0,0.0
0.0,-0.00175,0.0015999999999999999,0.0,0.0
0.0,-0.001,5.000000000000001e-05,0.0,0.0
0.0,-0.00215,0.00125,0.0,0.0
0.0,-0.001,0.001,0.0,0.0
0.0,-0.00275,0.0006000000000000001,0.0,0.0
0.0,-0.00215,0.0006000000000000001,0.0,0.0
0.0,-0.001,0.00105,0.0,0.0
0.0,-0.00175,0.0017,0.0,0.0
0.0,-0.00275,0.0004,0.0,0.0
0.0,-0.00215,0.0017,0.0,0.0
0.0,-0.00275,0.00165,0.0,0.0
